date,y_true_next,y_pred_static,y_pred_adaptive,p1_static,p1_adaptive,logloss_static,logloss_adaptive,brier_static,brier_adaptive,return_next,feature_score,prediction_score,performance_score,drift_index,action,drift_feature,retrained_today,ensemble_size,pos_long_static,pos_long_adaptive,pos_ls_static,pos_ls_adaptive
2016-02-08,0,1,1,0.67,0.67,1.1086626245216114,1.1086626245216114,0.4489000000000001,0.4489000000000001,-0.0006636203533073592,0.0,0.0,0.9766915812102509,0.2930074743630753,none,,0,1,0.3400000000000001,0.3400000000000001,0.3400000000000001,0.3400000000000001
2016-02-09,0,1,1,0.7233333333333334,0.7233333333333334,1.2849418668596033,1.2849418668596033,0.5232111111111112,0.5232111111111112,-0.00018895027740828407,0.0,0.0,1.4879399121414607,0.4463819736424382,none,,0,1,0.44666666666666677,0.44666666666666677,0.44666666666666677,0.44666666666666677
2016-02-10,0,1,1,0.6333333333333333,0.6333333333333333,1.0033021088637848,1.0033021088637848,0.4011111111111111,0.4011111111111111,-0.012301161792504733,0.0,0.0,1.7090444638570226,0.5127133391571067,none,,0,1,0.2666666666666666,0.2666666666666666,0.2666666666666666,0.2666666666666666
2016-02-11,1,1,1,0.7333333333333333,0.7333333333333333,0.3101549283038396,0.3101549283038396,0.07111111111111114,0.07111111111111114,0.019518049565855122,0.0,0.0,1.2538605003285104,0.3761581500985531,none,,0,1,0.46666666666666656,0.46666666666666656,0.46666666666666656,0.46666666666666656
2016-02-12,1,1,1,0.7333333333333333,0.7333333333333333,0.3101549283038396,0.3101549283038396,0.07111111111111114,0.07111111111111114,0.01651665412216241,0.0,0.0,0.8946719283146621,0.2684015784943986,none,,0,1,0.46666666666666656,0.46666666666666656,0.46666666666666656,0.46666666666666656
2016-02-16,1,1,1,0.5466666666666666,0.5466666666666666,0.6039160468320027,0.6039160468320027,0.20551111111111114,0.20551111111111114,0.01648043921048603,0.0,0.0,1.035541213030716,0.3106623639092148,none,,0,1,0.09333333333333327,0.09333333333333327,0.09333333333333327,0.09333333333333327
2016-02-17,0,0,0,0.4766666666666667,0.4766666666666667,0.647536669307893,0.647536669307893,0.2272111111111111,0.2272111111111111,-0.004665713707027619,0.0,0.0,1.1296528216502293,0.33889584649506876,none,,0,1,0.0,0.0,-0.046666666666666634,-0.046666666666666634
2016-02-18,0,1,1,0.6033333333333334,0.6033333333333334,0.9246589815446719,0.9246589815446719,0.3640111111111112,0.3640111111111112,-2.6032942938902792e-05,0.0,0.0,0.9523612025210031,0.2857083607563009,none,,0,1,0.20666666666666678,0.20666666666666678,0.20666666666666678,0.20666666666666678
2016-02-19,1,1,1,0.6033333333333334,0.6033333333333334,0.5052854433903752,0.5052854433903752,0.1573444444444444,0.1573444444444444,0.014454197186153817,0.0,0.0,1.1871073058180412,0.3561321917454124,none,,0,1,0.20666666666666678,0.20666666666666678,0.20666666666666678,0.20666666666666678
2016-02-22,0,0,0,0.48,0.48,0.6539264674066639,0.6539264674066639,0.2304,0.2304,-0.012454371867771763,0.0,0.0,1.2706798827670038,0.38120396483010116,none,,0,1,0.0,0.0,-0.040000000000000036,-0.040000000000000036
2016-02-23,1,1,1,0.5566666666666666,0.5566666666666666,0.585788662239446,0.585788662239446,0.19654444444444447,0.19654444444444447,0.004439786812972857,0.0,0.0,1.418055682537008,0.42541670476110244,none,,0,1,0.11333333333333329,0.11333333333333329,0.11333333333333329,0.11333333333333329
2016-02-24,1,1,1,0.62,0.62,0.4780358009429998,0.4780358009429998,0.1444,0.1444,0.011348275359951865,0.0,0.0,1.6660974363516123,0.4998292309054837,none,,0,1,0.24,0.24,0.24,0.24
2016-02-25,0,0,0,0.42,0.42,0.5447271754416719,0.5447271754416719,0.17639999999999997,0.17639999999999997,-0.0018701144822791393,0.0,0.0,1.8425464540644114,0.5527639362193234,none,,0,1,0.0,0.0,-0.16000000000000003,-0.16000000000000003
2016-02-26,0,1,1,0.53,0.53,0.7550225842780328,0.7550225842780328,0.28090000000000004,0.28090000000000004,-0.008120976341902342,0.0,0.0,1.8095907574441012,0.5428772272332304,none,,0,1,0.06000000000000005,0.06000000000000005,0.06000000000000005,0.06000000000000005
2016-02-29,1,1,1,0.5566666666666666,0.5566666666666666,0.585788662239446,0.585788662239446,0.19654444444444447,0.19654444444444447,0.023868791801894496,0.0,0.0,1.9423746693901145,0.5827124008170343,none,,0,1,0.11333333333333329,0.11333333333333329,0.11333333333333329,0.11333333333333329
2016-03-01,1,1,1,0.5166666666666667,0.5166666666666667,0.6603573577369544,0.6603573577369544,0.23361111111111105,0.23361111111111105,0.004094308735004715,0.0,0.0,1.9991345054274066,0.5997403516282219,none,,0,1,0.03333333333333344,0.03333333333333344,0.03333333333333344,0.03333333333333344
2016-03-02,1,1,1,0.55,0.55,0.5978370007556204,0.5978370007556204,0.20249999999999996,0.20249999999999996,0.0034987406745825567,0.0,0.0,2.115505425445578,0.6346516276336734,none,,0,1,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009
2016-03-03,1,1,1,0.61,0.61,0.4942963218147801,0.4942963218147801,0.1521,0.1521,0.0033058923144386743,0.0,0.0,2.3301810339531857,0.6990543101859557,none,,0,1,0.21999999999999997,0.21999999999999997,0.21999999999999997,0.21999999999999997
2016-03-04,1,1,1,0.5666666666666667,0.5666666666666667,0.5679840376059393,0.5679840376059393,0.1877777777777778,0.1877777777777778,0.0008850141950174084,0.0,0.0,2.467890138466925,0.7403670415400775,none,,0,1,0.1333333333333333,0.1333333333333333,0.1333333333333333,0.1333333333333333
2016-03-07,0,1,1,0.5166666666666667,0.5166666666666667,0.7270487322356267,0.7270487322356267,0.2669444444444445,0.2669444444444445,-0.011240108649505087,0.0,0.0,2.4470199026717943,0.7341059708015383,none,,0,1,0.03333333333333344,0.03333333333333344,0.03333333333333344,0.03333333333333344
2016-03-08,1,1,1,0.5233333333333333,0.5233333333333333,0.647536669307893,0.647536669307893,0.2272111111111111,0.2272111111111111,0.0050523932937867055,0.0,0.0,2.50435857809034,0.751307573427102,none,,0,1,0.046666666666666634,0.046666666666666634,0.046666666666666634,0.046666666666666634
2016-03-09,1,1,1,0.5066666666666667,0.5066666666666667,0.6799019538099246,0.6799019538099246,0.24337777777777775,0.24337777777777775,0.00015580493345068724,0.0,0.0,2.5287890692043202,0.7586367207612961,none,,0,1,0.01333333333333342,0.01333333333333342,0.01333333333333342,0.01333333333333342
2016-03-10,1,1,1,0.5366666666666666,0.5366666666666666,0.6223781096717381,0.6223781096717381,0.21467777777777783,0.21467777777777783,0.01639550053418848,0.0,0.0,2.608999695195803,0.7826999085587408,none,,0,1,0.07333333333333325,0.07333333333333325,0.07333333333333325,0.07333333333333325
2016-03-11,0,0,0,0.41333333333333333,0.41333333333333333,0.5332984796180493,0.5332984796180493,0.17084444444444444,0.17084444444444444,-0.00126097292128724,0.0,0.0,2.7747630709067,0.8324289212720101,none,,0,1,0.0,0.0,-0.17333333333333334,-0.17333333333333334
2016-03-14,0,1,1,0.5,0.5,0.6931471805599453,0.6931471805599453,0.25,0.25,-0.0018369416879204792,0.0,0.0,2.7805570380273545,0.8341671114082063,none,,0,1,0.0,0.0,0.0,0.0
